country_code,country,year,gdp_health_expenditure,political_corruption_index,cause_id,cause_name,metric,value,upper_value,lower_value
ARG,Argentina,2011,5.688,0.545,542,Neurological disorders,Rate,35.05795587672749,77.36350868334063,16.111762363150135
ARG,Argentina,2011,5.688,0.545,717,Self-harm and interpersonal violence,Percent,0.0222559563863285,0.0228873096191747,0.0216766700156743
ARG,Argentina,2011,5.688,0.545,717,Self-harm and interpersonal violence,Rate,16.960281139532384,17.456323970964124,16.511609597852956
ARG,Argentina,2012,6.144,0.545,344,Neglected tropical diseases and malaria,Percent,0.0015694756377181,0.0021185568824069,0.0011127901722185
ARG,Argentina,2012,6.144,0.545,344,Neglected tropical diseases and malaria,Rate,1.192019203839357,1.608065591589783,0.8449807641020404
ARG,Argentina,2012,6.144,0.545,526,Digestive diseases,Percent,0.0457633815907469,0.047933276363483,0.0432261940958725
ARG,Argentina,2012,6.144,0.545,526,Digestive diseases,Rate,34.75738450001177,36.370804457802144,32.81323476941517
ARG,Argentina,2012,6.144,0.545,542,Neurological disorders,Percent,0.0465905355624156,0.1026463297855427,0.0214118235804593
ARG,Argentina,2012,6.144,0.545,542,Neurological disorders,Rate,35.38434455369869,77.91353782413819,16.267074564255587
ARG,Argentina,2012,6.144,0.545,717,Self-harm and interpersonal violence,Percent,0.0231879943013453,0.0237672595319337,0.022579522740733
ARG,Argentina,2012,6.144,0.545,717,Self-harm and interpersonal violence,Rate,17.611393482348888,18.067921724126915,17.114945063748518
ARG,Argentina,2012,6.144,0.545,491,Cardiovascular diseases,Percent,0.2950833896657728,0.307773871155363,0.2712814460534733
ARG,Argentina,2012,6.144,0.545,491,Cardiovascular diseases,Rate,224.1172184119584,233.69062366135947,206.07007946243723
ARG,Argentina,2012,6.144,0.545,508,Chronic respiratory diseases,Percent,0.0586270090443827,0.0617943199681749,0.0543170703595854
ARG,Argentina,2012,6.144,0.545,508,Chronic respiratory diseases,Rate,44.52724918521192,46.93540025780601,41.29744467305066
ARG,Argentina,2012,6.144,0.545,653,Skin and subcutaneous diseases,Percent,0.0064666971892482,0.0068535452679493,0.0059261270249914
ARG,Argentina,2012,6.144,0.545,653,Skin and subcutaneous diseases,Rate,4.911479343627685,5.208229811646158,4.493562481982981
ARG,Argentina,2012,6.144,0.545,688,Transport injuries,Percent,0.0223125570916138,0.0229295301462883,0.0217141334667272
ARG,Argentina,2012,6.144,0.545,688,Transport injuries,Rate,16.94639622573617,17.380069391238386,16.50047809819777
ARG,Argentina,2012,6.144,0.545,696,Unintentional injuries,Percent,0.023620700871084,0.024280640145146,0.0227065488673003
ARG,Argentina,2012,6.144,0.545,696,Unintentional injuries,Rate,17.94001969500879,18.43657497931752,17.232938494666207
ARG,Argentina,2012,6.144,0.545,626,Musculoskeletal disorders,Percent,0.00208514882453,0.002213531264388,0.0019457263656164
ARG,Argentina,2012,6.144,0.545,626,Musculoskeletal disorders,Rate,1.5836767860982033,1.6812722652263696,1.4759846789198865
ARG,Argentina,2012,6.144,0.545,640,Other non-communicable diseases,Percent,0.0288793891661281,0.0300447269534463,0.0274009754303699
ARG,Argentina,2012,6.144,0.545,640,Other non-communicable diseases,Rate,21.93403702565225,22.78386454497042,20.78670346285658
ARG,Argentina,2012,6.144,0.545,955,HIV/AIDS and sexually transmitted infections,Percent,0.0057227791852134,0.0057610785408728,0.0056887250888273
ARG,Argentina,2012,6.144,0.545,955,HIV/AIDS and sexually transmitted infections,Rate,4.346444041179691,4.368453567321023,4.328546524506439
ARG,Argentina,2012,6.144,0.545,956,Respiratory infections and tuberculosis,Percent,0.0943057520847999,0.099417714176255,0.0864617856102997
ARG,Argentina,2012,6.144,0.545,956,Respiratory infections and tuberculosis,Rate,71.62555851112482,75.50937788159084,65.59212299526348
ARG,Argentina,2012,6.144,0.545,957,Enteric infections,Percent,0.0021093785472244,0.0022563521275096,0.0019293365836155
ARG,Argentina,2012,6.144,0.545,957,Enteric infections,Rate,1.6020797737130683,1.715949959627978,1.465361762621047
ARG,Argentina,2012,6.144,0.545,961,Other infectious diseases,Percent,0.0031793907095683,0.0032675761138731,0.0030700389630213
ARG,Argentina,2012,6.144,0.545,961,Other infectious diseases,Rate,2.414757879987717,2.4825296661074057,2.334409519467224
ARG,Argentina,2012,6.144,0.545,962,Maternal and neonatal disorders,Percent,0.0141663403211134,0.0147757170817296,0.0135913939043085
ARG,Argentina,2012,6.144,0.545,962,Maternal and neonatal disorders,Rate,10.759457910484803,11.220156802698163,10.30415335879758
ARG,Argentina,2012,6.144,0.545,973,Substance use disorders,Percent,0.0023305612045938,0.0024160608808218,0.0022306864125614
ARG,Argentina,2012,6.144,0.545,973,Substance use disorders,Rate,1.770069824834391,1.835961378876946,1.6940966201972918
ARG,Argentina,2012,6.144,0.545,974,Diabetes and kidney diseases,Percent,0.0813018165869898,0.0844929598599937,0.0758848874449501
ARG,Argentina,2012,6.144,0.545,974,Diabetes and kidney diseases,Rate,61.74904607909238,64.24207087225547,57.595785701942745
ARG,Argentina,2012,6.144,0.545,386,Nutritional deficiencies,Percent,0.0041271003789507,0.0043861121256334,0.0037306062290288
ARG,Argentina,2012,6.144,0.545,386,Nutritional deficiencies,Rate,3.134549670064972,3.3340734275652024,2.8368114204689507
ARG,Argentina,2012,6.144,0.545,410,Neoplasms,Percent,0.238569945866965,0.2466184887601427,0.2269656363898886
ARG,Argentina,2012,6.144,0.545,410,Neoplasms,Rate,181.1948173831336,187.51743948471008,172.2143783438771
ARG,Argentina,2012,6.144,0.545,558,Mental disorders,Percent,6.561695953600715e-07,8.520356020477547e-07,4.904929505547857e-07
ARG,Argentina,2012,6.144,0.545,558,Mental disorders,Rate,0.0004983658756989,0.0006473867537155,0.0003719465381408
ARG,Argentina,2013,6.264,0.554,626,Musculoskeletal disorders,Percent,0.0021863361016188,0.002320708752181,0.0020446363741786
ARG,Argentina,2013,6.264,0.554,626,Musculoskeletal disorders,Rate,1.6639678947997665,1.7663828926285317,1.5536480521922615
ARG,Argentina,2013,6.264,0.554,640,Other non-communicable diseases,Percent,0.0290856191100838,0.0301566197136297,0.0276070462085255
ARG,Argentina,2013,6.264,0.554,640,Other non-communicable diseases,Rate,22.136461931231395,22.997351168040385,21.020346852233363
ARG,Argentina,2013,6.264,0.554,955,HIV/AIDS and sexually transmitted infections,Percent,0.0057473905813182,0.0057864571092913,0.0057064667865707
ARG,Argentina,2013,6.264,0.554,955,HIV/AIDS and sexually transmitted infections,Rate,4.374167422586318,4.394439556384083,4.352097054299889
ARG,Argentina,2013,6.264,0.554,956,Respiratory infections and tuberculosis,Percent,0.1019492521240808,0.1073044296375729,0.0935376480057455
ARG,Argentina,2013,6.264,0.554,956,Respiratory infections and tuberculosis,Rate,77.59118588969977,81.69087155140384,71.0419803759509
ARG,Argentina,2013,6.264,0.554,957,Enteric infections,Percent,0.0021787227477936,0.0023344860515148,0.001982775866268
ARG,Argentina,2013,6.264,0.554,957,Enteric infections,Rate,1.6581781745072877,1.7770776329968672,1.511237556349374
ARG,Argentina,2013,6.264,0.554,961,Other infectious diseases,Percent,0.0031202932621157,0.003207740930921,0.0030164051830415
ARG,Argentina,2013,6.264,0.554,961,Other infectious diseases,Rate,2.374782353178132,2.4432810073738924,2.2948855223091886
ARG,Argentina,2013,6.264,0.554,962,Maternal and neonatal disorders,Percent,0.0140469254271886,0.0146302525440376,0.0135098820210899
ARG,Argentina,2013,6.264,0.554,962,Maternal and neonatal disorders,Rate,10.690829012772047,11.143911171421342,10.28488455955062
ARG,Argentina,2013,6.264,0.554,973,Substance use disorders,Percent,0.0022373637990718,0.0023179762662568,0.0021415165199054
ARG,Argentina,2013,6.264,0.554,973,Substance use disorders,Rate,1.702803273311007,1.7623061563207651,1.6289539673728166
ARG,Argentina,2013,6.264,0.554,974,Diabetes and kidney diseases,Percent,0.0804861581518114,0.0837235089235908,0.0750875832835419
ARG,Argentina,2013,6.264,0.554,974,Diabetes and kidney diseases,Rate,61.25614527128667,63.683700613031206,57.13054463867014
ARG,Argentina,2013,6.264,0.554,491,Cardiovascular diseases,Percent,0.2897114964524371,0.3021047433383645,0.2664159587389971
ARG,Argentina,2013,6.264,0.554,491,Cardiovascular diseases,Rate,220.492909625268,229.9817050614183,202.37215907610988
ARG,Argentina,2013,6.264,0.554,508,Chronic respiratory diseases,Percent,0.055799950183422,0.0588365895689766,0.0518857375354325
ARG,Argentina,2013,6.264,0.554,508,Chronic respiratory diseases,Rate,42.46790061736881,44.76261143419628,39.472600816858815
ARG,Argentina,2013,6.264,0.554,653,Skin and subcutaneous diseases,Percent,0.0069354999315726,0.0073621832879997,0.006364769639139
ARG,Argentina,2013,6.264,0.554,653,Skin and subcutaneous diseases,Rate,5.27845239903319,5.600740524748573,4.8455987041446855
ARG,Argentina,2013,6.264,0.554,688,Transport injuries,Percent,0.021993553916723,0.0225735958345218,0.0214033128078307
ARG,Argentina,2013,6.264,0.554,688,Transport injuries,Rate,16.7386859031992,17.16219807204132,16.290610472277276
ARG,Argentina,2013,6.264,0.554,696,Unintentional injuries,Percent,0.0240897392898032,0.0247226302333264,0.0231322366383057
ARG,Argentina,2013,6.264,0.554,696,Unintentional injuries,Rate,18.33414453948621,18.812351655828586,17.583199983615494
ARG,Argentina,2013,6.264,0.554,344,Neglected tropical diseases and malaria,Percent,0.0015677343946811,0.0020781353338917,0.0010800839310764
ARG,Argentina,2013,6.264,0.554,344,Neglected tropical diseases and malaria,Rate,1.193172448159528,1.582048018624398,0.8208789566827002
ARG,Argentina,2013,6.264,0.554,526,Digestive diseases,Percent,0.0467474708295683,0.0489816649231146,0.0441106297785401
ARG,Argentina,2013,6.264,0.554,526,Digestive diseases,Rate,35.57836776065549,37.230324722581,33.54438448053161
ARG,Argentina,2013,6.264,0.554,542,Neurological disorders,Percent,0.0469785456761776,0.102877742380119,0.0216286200867226
ARG,Argentina,2013,6.264,0.554,542,Neurological disorders,Rate,35.751436546991165,78.15909497612934,16.49970105496508
ARG,Argentina,2013,6.264,0.554,717,Self-harm and interpersonal violence,Percent,0.0234070696044592,0.0240045400655904,0.0228161710634056
ARG,Argentina,2013,6.264,0.554,717,Self-harm and interpersonal violence,Rate,17.814532987169258,18.30171192219035,17.33887747362689
ARG,Argentina,2013,6.264,0.554,558,Mental disorders,Percent,1.0881707171573215e-06,1.4468805262477416e-06,8.231017147159092e-07
ARG,Argentina,2013,6.264,0.554,558,Mental disorders,Rate,0.0008281715495875,0.0011012388931864,0.0006261908866078
ARG,Argentina,2013,6.264,0.554,386,Nutritional deficiencies,Percent,0.0038841159363544,0.0041329643800671,0.0035148635431914
ARG,Argentina,2013,6.264,0.554,386,Nutritional deficiencies,Rate,2.956109805965511,3.150752342435148,2.6753692967015863
ARG,Argentina,2013,6.264,0.554,410,Neoplasms,Percent,0.2378456743090007,0.2456969590491318,0.2262956665661907
ARG,Argentina,2013,6.264,0.554,410,Neoplasms,Rate,181.01882639221,187.15006033151897,172.24037519661195
ARG,Argentina,2014,6.361,0.554,491,Cardiovascular diseases,Percent,0.2859323549346625,0.298300819459502,0.2623734778259532
ARG,Argentina,2014,6.361,0.554,491,Cardiovascular diseases,Rate,216.97291490866485,226.3665067260639,198.75270198648013
ARG,Argentina,2014,6.361,0.554,508,Chronic respiratory diseases,Percent,0.0555621015048088,0.0586757974900111,0.0515545536779666
ARG,Argentina,2014,6.361,0.554,508,Chronic respiratory diseases,Rate,42.16188072015569,44.480413865443104,39.08781577104256
ARG,Argentina,2014,6.361,0.554,653,Skin and subcutaneous diseases,Percent,0.0076194383786451,0.0080661190095158,0.0069989289383943
ARG,Argentina,2014,6.361,0.554,653,Skin and subcutaneous diseases,Rate,5.781827471539902,6.1167577823304375,5.310192696874505
ARG,Argentina,2014,6.361,0.554,688,Transport injuries,Percent,0.0209502176007299,0.0215342984632497,0.0203774405976115
ARG,Argentina,2014,6.361,0.554,688,Transport injuries,Rate,15.8975297692051,16.333082111723165,15.453714162393371
ARG,Argentina,2014,6.361,0.554,696,Unintentional injuries,Percent,0.0230111259982696,0.0236593509720423,0.0220378456454642
ARG,Argentina,2014,6.361,0.554,696,Unintentional injuries,Rate,17.461442483965165,17.955673845049542,16.70315021120825
ARG,Argentina,2014,6.361,0.554,386,Nutritional deficiencies,Percent,0.0036078318207357,0.0038365062694617,0.0032735638896562
ARG,Argentina,2014,6.361,0.554,386,Nutritional deficiencies,Rate,2.7377246629847254,2.913103506239557,2.4843106868658373
ARG,Argentina,2014,6.361,0.554,410,Neoplasms,Percent,0.237123814897669,0.2449671999932403,0.225171456939083
ARG,Argentina,2014,6.361,0.554,410,Neoplasms,Rate,179.93574191034782,185.94764611078423,171.0840769289801
ARG,Argentina,2014,6.361,0.554,558,Mental disorders,Percent,1.61413399859671e-06,2.1782645031545463e-06,1.224979610197693e-06
ARG,Argentina,2014,6.361,0.554,558,Mental disorders,Rate,0.0012248501634388,0.001653182995924,0.0009305145071591
ARG,Argentina,2014,6.361,0.554,626,Musculoskeletal disorders,Percent,0.0022378056676855,0.0023796888401255,0.0020873095077153
ARG,Argentina,2014,6.361,0.554,626,Musculoskeletal disorders,Rate,1.6981075201106013,1.8022787593224656,1.582081511871574
ARG,Argentina,2014,6.361,0.554,640,Other non-communicable diseases,Percent,0.0302111168953982,0.0314731230496701,0.0285928465067311
ARG,Argentina,2014,6.361,0.554,640,Other non-communicable diseases,Rate,22.92502853521712,23.870208103847524,21.65336625019389
ARG,Argentina,2014,6.361,0.554,955,HIV/AIDS and sexually transmitted infections,Percent,0.0058209113452306,0.0058590814733383,0.0057816719069929
ARG,Argentina,2014,6.361,0.554,955,HIV/AIDS and sexually transmitted infections,Rate,4.417034266733962,4.439379505555258,4.389949743976748
ARG,Argentina,2014,6.361,0.554,956,Respiratory infections and tuberculosis,Percent,0.106237118747787,0.1118803462439746,0.0976144691992423
ARG,Argentina,2014,6.361,0.554,956,Respiratory infections and tuberculosis,Rate,80.61556256008565,84.98259237473411,73.96527146353176
ARG,Argentina,2014,6.361,0.554,957,Enteric infections,Percent,0.0023131023870713,0.0024792180932316,0.0020989546606216
ARG,Argentina,2014,6.361,0.554,957,Enteric infections,Rate,1.755242726553512,1.8858037340468103,1.5957365640374526
ARG,Argentina,2014,6.361,0.554,961,Other infectious diseases,Percent,0.0030569566020998,0.0031404082298186,0.002948670012542
ARG,Argentina,2014,6.361,0.554,961,Other infectious diseases,Rate,2.319700060602929,2.3820454761059544,2.234821507003033
ARG,Argentina,2014,6.361,0.554,962,Maternal and neonatal disorders,Percent,0.013771472828541,0.0143499776415752,0.0132779290577372
ARG,Argentina,2014,6.361,0.554,962,Maternal and neonatal disorders,Rate,10.4501387106697,10.904030711796947,10.067871252146867
ARG,Argentina,2014,6.361,0.554,973,Substance use disorders,Percent,0.0022722386118695,0.0023533295008821,0.0021747357494617
ARG,Argentina,2014,6.361,0.554,973,Substance use disorders,Rate,1.7242360718648242,1.7880758658429807,1.6519122092285574
ARG,Argentina,2014,6.361,0.554,974,Diabetes and kidney diseases,Percent,0.0793358732564734,0.0826074824830374,0.0741987338205751
ARG,Argentina,2014,6.361,0.554,974,Diabetes and kidney diseases,Rate,60.20205773018938,62.60818542391789,56.09437785627549
ARG,Argentina,2014,6.361,0.554,344,Neglected tropical diseases and malaria,Percent,0.0015599928183341,0.002080992790077,0.0010732485091023
ARG,Argentina,2014,6.361,0.554,344,Neglected tropical diseases and malaria,Rate,1.1837820965596235,1.5779216568372796,0.8138430694045501
ARG,Argentina,2014,6.361,0.554,526,Digestive diseases,Percent,0.0481533281639178,0.0504946370062445,0.0453140834321617
ARG,Argentina,2014,6.361,0.554,526,Digestive diseases,Rate,36.540072819333936,38.300767037350205,34.341070379911855
ARG,Argentina,2014,6.361,0.554,542,Neurological disorders,Percent,0.0474262067235624,0.1041378075944434,0.0218579447302396
ARG,Argentina,2014,6.361,0.554,542,Neurological disorders,Rate,35.98692281756432,78.9902600533228,16.638853393357916
ARG,Argentina,2014,6.361,0.554,717,Self-harm and interpersonal violence,Percent,0.0237953766825089,0.0244439315491148,0.0231459383292217
ARG,Argentina,2014,6.361,0.554,717,Self-harm and interpersonal violence,Rate,18.056480888099458,18.532943293347405,17.55520301919491
ARG,Argentina,2015,6.853,0.533,344,Neglected tropical diseases and malaria,Percent,0.001504569413042,0.0019939552413984,0.0010324555926545
ARG,Argentina,2015,6.853,0.533,344,Neglected tropical diseases and malaria,Rate,1.1557714727934028,1.5306854011378812,0.7908215366286555
ARG,Argentina,2015,6.853,0.533,526,Digestive diseases,Percent,0.0495030880319691,0.0519443031984636,0.0465189616652014
ARG,Argentina,2015,6.853,0.533,526,Digestive diseases,Rate,38.02608872837702,39.80070669057173,35.65945110032555
ARG,Argentina,2015,6.853,0.533,542,Neurological disorders,Percent,0.0473321741142487,0.1040364588617381,0.0219695812084961
ARG,Argentina,2015,6.853,0.533,542,Neurological disorders,Rate,36.358900766622135,79.91331965630232,16.881095875301096
ARG,Argentina,2015,6.853,0.533,717,Self-harm and interpersonal violence,Percent,0.0228859436747305,0.0235310657161487,0.0222481127403852
ARG,Argentina,2015,6.853,0.533,717,Self-harm and interpersonal violence,Rate,17.579982480332106,18.0604550144186,17.086514325475626
ARG,Argentina,2015,6.853,0.533,626,Musculoskeletal disorders,Percent,0.0022163753150186,0.0023546579080385,0.0020754241212421
ARG,Argentina,2015,6.853,0.533,626,Musculoskeletal disorders,Rate,1.7025250545447297,1.809738915902116,1.5942118422377882
ARG,Argentina,2015,6.853,0.533,640,Other non-communicable diseases,Percent,0.0302079845446754,0.0314673183072878,0.0286006849887505
